time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-07-19 14:25:27.685 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,12, , , , , , , , , ,43,7, , , ,31,10,26, , , , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23299243832,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,17,17,10,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,154164832, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 14:26:27.686 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,12, , , , , , , , , ,43,7, , , ,31,10,26, , , , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23289360184,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,13,13,8,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,155672584,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 14:27:27.687 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,12, , , , , , , , , ,43,7, , , ,31,10,26, , , , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23273193272,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,17,17,16,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,156583192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 14:28:27.689 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,19, , , , , , , , , ,43,7, , , ,31,10,26, ,16, , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23278649144,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,15,15,12,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,160720216, , , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37,7,12, , , , , , , , , , 
2022-07-19 14:29:27.690 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,12, , , , , , , , , ,43,7, , , ,31,10,26, , , , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23277575992,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,18,18,14,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,162227440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-19 14:30:27.692 UTC, , , , , , , , , ,125,3345805,199280,672, ,43, ,12, , , , , , , , , ,43,7, , , ,31,10,26, , , , , , , , , , , ,1, , , ,3345805,423747,14, ,423426, , , , ,424315,23277027128,23,23,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,424315,1658237270450,,, , , , , , , , , ,3145728,424285,15,15,14,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,163984576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 05:47:35.389 UTC, , , , , , , , , ,125,3172277,26424, , ,5,3,38,5,0.13,1, , , , , ,1,5,5, ,5,2,2,3,6, ,60,28, , , , , , , , ,1, , , ,3172277,426773,15,424386,424386,1,1,3,7,426828,23298895672,22,22,22,22, , , , , ,52,4157, , , , , , , , , , , , , , , , , , , , , , , , , ,426828,1658296054362,,, , , , , , , , , ,3145728,426773,6,6,3,6, , ,42,1,1,4,1, ,3,2, ,42, ,2048,1, , , , , ,954768,157,2513,1, , , , ,3,899,12,781,150214528,5, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-20 05:47:35.724 UTC, , , , , , , , , ,125,3174093,28240, , ,5, ,10, , , , , , , , , ,5,5, , ,1,2,2,6, ,4,2, , , , , , , , ,1, , , ,3174093,426773,15,424386,424386, , , , ,426828,23298895672,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,426828,1658296054362,,, , , , , , , , , ,3145728,426773, , , , , , ,3, , ,1, , ,3, , ,3,1, , , , , , , ,4224,4, , , , , , , , , , ,168420728,5, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-07-20 05:47:36.118 UTC, , , , , , , , , ,125,3165421,19568, , ,3,1,25,3,0.12,1, , , , , , ,3,3, ,2,1,2,1,4, ,52,30, , , , , , , , ,1, , , ,3165421,427187,16, ,426898, , , , ,427239,23298891576,22,22,22,22, , , , , ,53,4174, , , , , , , , , , , , , , , , , , , , , , , , , ,427239,1658296055832,,, , , , , , , , , ,3145728,427187, , , , , , ,39, , ,2, , ,3, , ,39, ,2048,1, , , , , ,956994,154, , , , , , ,3,899,12,781,182537872,5, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-20 05:48:36.122 UTC, , , , , , , , , ,125,3298573,152048,672, ,34,24,485,31,0.06, , , , , , , ,34,7, , ,24,27,13,21, ,106,97, , , , , , , , ,1, , , ,3298573,427187,16, ,426898, , , , ,427755,23293947704,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,427755,1658296055832,,, , , , , , , , , ,3145728,427725,17,17,11,17, , ,156,3,3,3,3, ,3,6, ,156,1, , , , , ,8, ,155522,167,516,3, , , , ,1,260,2,111,197486096,3, , , , , , ,1633, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1202,409,12, , , , , , , , , , 
2022-07-20 05:49:36.570 UTC, , , , , , , , , ,125,3298573,152048,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298573,427187,16, ,426898, , , , ,427755,23277915960,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,427755,1658296055832,,, , , , , , , , , ,3145728,427725,14,14,14,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,199221456,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 05:50:36.573 UTC, , , , , , , , , ,125,3298573,152048,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298573,427187,16, ,426898, , , , ,427755,23271862072,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,427755,1658296055832,,, , , , , , , , , ,3145728,427725,18,18,16,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,200241952,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 05:51:36.576 UTC, , , , , , , , , ,125,3298573,152048,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298573,427187,16, ,426898, , , , ,427755,23271984952,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,427755,1658296055832,,, , , , , , , , , ,3145728,427725,19,19,18,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,202009664, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 05:52:36.579 UTC, , , , , , , , , ,125,3298573,152048,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298573,427187,16, ,426898, , , , ,427755,23270010680,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,427755,1658296055832,,, , , , , , , , , ,3145728,427725,17,17,14,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,202966032, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:01:51.779 UTC, , , , , , , , , ,125,3172485,26632, , ,5,2,38,5,0.13,2, , , , , ,1,5,5, ,5,1,2,3,6, ,64,30, , , , , , , , ,1, , , ,3172485,429327,17,427826,427826,1,3,1,5,429382,23277231928,22,22,22,22, , , , , ,53,4177, , , , , , , , , , , , , , , , , , , , , , , , , ,429382,1658296907922,,, , , , , , , , , ,3145728,429327,19,19,13,19, , ,43,1,1,4,1, ,3,2, ,43, ,2048,1, , , , , ,969282,160,1627,1, , , , ,3,1637,9,1196,266079960,9, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-20 06:01:52.839 UTC, , , , , , , , , ,125,3174301,28448, , ,5, ,10, , , , , , , , , ,5,5, , ,1,2,2,6, ,4,2, , , , , , , , ,1, , , ,3174301,429327,17,427826,427826, , , , ,429382,23277231928,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,429382,1658296907922,,, , , , , , , , , ,3145728,429327, , , , , , ,3, , ,1, , ,3, , ,3,1, , , , , , , ,4224,4, , , , , , , , , , ,283305688,9, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2022-07-20 06:01:53.800 UTC, , , , , , , , , ,125,3165469,19616, , ,3,1,25,3,0.12,1, , , , , , ,3,3, ,2,1,2,1,4, ,56,32, , , , , , , , ,1, , , ,3165469,429776,18, ,429452, , , , , , ,-1,-1,-1,-1, , , , , ,53,4194, , , , , , , , , , , , , , , , , , , , , , , , , , ,1658296913208,,, , , , , , , , , ,3145728,429776, , , , , , ,41, , ,2, , ,3, , ,41, ,2048,1, , , , , ,957170,156, , , , , , ,3,1637,10,1380,82173760,9, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-07-20 06:02:53.819 UTC, , , , , , , , , ,125,3298781,152256,672, ,34,25,485,31,0.06, , , , , , , ,34,7, , ,25,27,13,21, ,106,97, , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23272120120,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,23,23,17,23, , ,157,3,3,3,3, ,3,6, ,157,1, , , , , ,8, ,157570,168,516,3, , , , ,1,772,2,268,131404176,6, , , , , , ,1633, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1202,409,12, , , , , , , , , , 
2022-07-20 06:03:53.827 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23271952184,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,20,20,17,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,135630664,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:04:53.834 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,17, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23271419704,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,14,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,218081912,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,12, , , , , , , , , , 
2022-07-20 06:05:53.841 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23270072120,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,10,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,219524928, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:06:53.852 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23269855032,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,13,13,8,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,220537032,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:07:53.862 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23274602296,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,19,19,15,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,221762320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:08:53.869 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23275163448,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223048632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:09:53.876 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23263084344,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225009136,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:10:53.883 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23259615032,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,9,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,227199488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:11:53.892 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23259361080,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,19,19,15,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,227484848, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:12:53.901 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23443148600,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,6,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,229630112,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:13:53.919 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23436427064,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,20,20,12,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,229915536,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:14:53.931 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23432142648,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,17,17,7,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230900480,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:15:53.938 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23431868216,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,20,20,16,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,234595168,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:16:53.944 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23432499000,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,10,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,235237256, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:17:53.950 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23433264952,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,15,15,10,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,235958552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:18:53.959 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23433084728,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,14,14,9,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,237640648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:19:53.964 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23432863544,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,18,18,10,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,238361960, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 06:20:53.970 UTC, , , , , , , , , ,125,3298781,152256,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3298781,429776,18, ,429452, , , , ,430344,23431409464,22,22,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,430344,1658296913208,,, , , , , , , , , ,3145728,430314,16,16,10,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,240100232,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
