time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-07-20 09:58:43.510 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,18985922360,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,5,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,132005968, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 09:59:43.517 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,18473430840,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,16,16,9,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,132535144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:00:43.520 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,18343190328,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,73,73,29,73, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,134500920, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:01:43.522 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17781374776,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,16,16,5,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,136586048, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:02:43.524 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17779261240,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,137115328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:03:43.527 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17779117880,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,13,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,137762032, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:04:43.529 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17777688376,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,138610808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:05:43.531 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17776615224,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,139506040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:06:43.544 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17770643256,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,17,17,15,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,140418080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:07:43.546 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17767034680,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,142114624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:08:43.548 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17767190328,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,143406344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:09:43.567 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17767055160,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,145093632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:10:43.569 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17727643448,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,20,20,16,20, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,145358336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:11:43.583 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742442296,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,15,15,13,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,146269768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:12:43.585 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742872376,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,12,12,8,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,147571376, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:13:43.587 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742749496,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,15,15,12,15, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,148100576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:14:43.589 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741623096,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,18,18,15,18, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,149011864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:15:43.591 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741430584,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,17,17,14,17, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,151297696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:16:43.593 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741324088,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,13,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,151952472, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:17:43.595 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742233400,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,153903584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:18:43.596 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742233400,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,12,12,11,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,156011728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:19:43.598 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742151480,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,19,19,15,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,157326152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:20:43.599 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741881144,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,19,19,14,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,158992288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:21:43.601 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17742036792,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,159982552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:22:43.602 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741938488,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,162051912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:23:43.604 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741852472,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,12,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,162698696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:24:43.606 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741725496,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,163476304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:25:43.607 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741815608,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,16,16,14,16, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,164131056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:26:43.609 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741664056,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,14,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,164924840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:27:43.611 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17741602616,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,14,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,165571584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:28:43.613 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17740824376,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,12,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,167248216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:29:43.615 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17740603192,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,12,12,12,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,167903192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:30:43.617 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17740406584,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,12,12,7,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,169159160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:31:43.618 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17740140344,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,19,19,15,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,169805944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:32:43.620 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17739468600,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,14,14,13,14, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,171409144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:33:43.624 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17739476792,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,8,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,173487816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-07-20 10:34:43.642 UTC, , , , , , , , , ,125,3299237,152712,672, ,34, ,12, , , , , , , , , ,34,7, , , ,27,13,21, , , , , , , , , , , ,1, , , ,3299237,442584,26, ,442210, , , , ,443150,17739181880,21,21,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,443150,1658310283230,,, , , , , , , , , ,3145728,443120,13,13,12,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,174425632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
